N,P,K,temperature,humidity,ph,rainfall,label
16.79,126.1,204.46,26.08,78.23,5.98,61.92,grapes
31.86,115.95,204.24,26.11,83.6,6.19,62.54,grapes
17.61,137.45,183.95,23.46,79.95,5.93,58.21,grapes
21.71,135.39,188.76,22.33,75.43,5.91,69.25,grapes
22.87,129.05,201.03,25.71,80.79,6.41,81.24,grapes
30.65,121.05,183.13,26.17,84.84,5.97,69.01,grapes
17.7,139.04,205.0,21.47,80.74,6.25,72.12,grapes
30.93,131.87,205.0,21.39,87.11,5.93,79.63,grapes
26.03,138.45,203.27,24.25,83.19,6.5,67.17,grapes
24.67,145.0,188.79,25.06,82.92,5.8,84.25,grapes
19.06,116.87,205.0,23.2,81.51,5.82,83.94,grapes
25.28,128.4,205.0,25.16,81.7,6.46,69.08,grapes
20.11,132.32,201.47,22.38,81.11,5.87,65.96,grapes
28.07,145.0,205.0,19.57,80.99,6.48,74.88,grapes
19.12,120.91,202.02,22.95,83.49,6.27,67.57,grapes
22.55,145.0,205.0,23.93,79.09,5.95,61.9,grapes
20.78,135.09,198.8,23.25,78.67,5.46,78.97,grapes
19.05,133.23,199.65,21.48,78.53,5.99,78.52,grapes
25.97,132.42,205.0,20.17,88.04,6.03,71.09,grapes
25.14,130.51,205.0,22.77,83.49,6.35,61.16,grapes
27.84,142.38,186.0,25.6,82.81,6.48,61.39,grapes
15.88,125.45,198.96,26.31,78.73,5.79,70.75,grapes
27.26,136.76,188.2,26.18,83.77,6.24,66.5,grapes
96.27,21.99,51.68,26.79,84.4,5.84,48.77,watermelon
107.18,15.57,53.39,24.79,89.17,6.88,52.23,watermelon
104.87,15.53,52.14,22.64,85.73,6.56,52.94,watermelon
110.03,16.15,42.93,25.13,82.13,6.39,50.03,watermelon
91.08,13.64,53.98,26.62,90.74,6.76,52.71,watermelon
96.25,11.89,53.75,28.75,88.17,6.96,45.96,watermelon
105.07,20.16,53.32,23.34,84.84,5.66,57.79,watermelon
102.58,11.47,51.49,24.73,87.38,6.63,54.96,watermelon
111.26,17.74,50.88,24.8,83.99,6.07,43.28,watermelon
102.36,19.66,54.13,27.94,87.69,6.65,44.62,watermelon
113.78,12.65,57.69,25.44,78.03,6.54,44.77,watermelon
103.32,14.23,46.19,23.87,82.14,6.69,53.39,watermelon
107.5,20.64,54.31,26.51,88.14,6.35,43.58,watermelon
96.41,18.6,49.66,24.77,84.45,5.94,48.34,watermelon
99.11,15.15,49.48,23.3,85.82,6.36,52.27,watermelon
106.29,20.61,43.85,23.89,81.16,6.62,49.67,watermelon
111.9,20.62,48.86,28.62,90.74,6.8,51.29,watermelon
104.83,17.81,46.01,26.19,88.77,6.15,44.67,watermelon
98.33,14.3,48.14,25.69,84.6,6.81,52.97,watermelon
110.02,15.76,45.61,25.05,83.99,6.31,46.93,watermelon
81.46,17.86,48.2,26.03,88.29,6.61,48.38,watermelon
87.62,16.43,48.38,26.0,91.15,6.35,51.19,watermelon
104.45,19.82,50.39,26.03,88.06,6.55,50.52,watermelon
99.11,12.41,43.54,25.71,91.72,6.77,50.12,watermelon
103.84,12.52,44.22,27.06,82.43,6.13,46.25,watermelon
99.52,17.54,51.45,25.54,82.74,6.3,48.5,watermelon
103.57,15.53,46.81,23.74,81.63,6.56,50.01,watermelon
92.48,15.12,54.3,24.4,86.53,7.22,43.12,watermelon
103.56,11.7,50.9,21.94,85.73,6.24,47.69,watermelon
106.96,17.06,52.43,29.15,84.74,7.11,51.94,watermelon
108.76,16.84,55.64,27.05,87.63,7.1,43.61,watermelon
115.11,18.96,48.76,24.01,88.9,6.47,55.78,watermelon
100.95,17.21,47.7,24.99,80.62,6.41,56.35,watermelon
101.19,16.6,53.49,24.35,83.41,6.29,43.77,watermelon
86.81,20.53,52.04,28.28,87.66,6.48,56.79,watermelon
94.75,13.06,49.25,22.94,83.8,6.08,49.28,watermelon
97.46,18.61,55.57,25.71,82.81,6.48,52.09,watermelon
107.4,11.99,49.15,25.3,88.26,6.95,47.52,watermelon
94.11,14.48,50.13,26.99,81.33,6.32,54.62,watermelon
105.37,13.36,50.08,25.31,84.3,6.43,52.03,watermelon
98.99,19.35,46.26,22.34,86.19,5.99,45.93,watermelon
97.58,16.8,50.31,25.05,83.48,6.61,44.17,watermelon
100.99,16.96,55.59,23.75,87.55,6.58,42.7,watermelon
95.87,13.68,51.78,25.64,83.49,6.52,50.94,watermelon
95.57,16.1,50.12,28.08,89.43,6.43,52.86,watermelon
85.36,14.71,49.35,22.37,84.82,6.41,53.25,watermelon
97.02,18.15,51.32,24.06,87.21,6.65,49.41,watermelon
95.16,14.03,53.0,24.51,87.44,6.49,44.22,watermelon
94.87,20.99,52.44,24.81,83.32,6.59,46.59,watermelon
102.33,11.97,48.67,26.83,79.04,6.56,55.76,watermelon
104.27,14.58,51.3,25.19,86.28,6.84,47.58,watermelon
100.86,22.03,51.92,26.25,85.42,6.7,50.72,watermelon
106.96,15.69,45.97,24.37,86.87,6.56,44.62,watermelon
103.6,13.06,50.67,25.91,84.52,6.96,51.68,watermelon
96.64,17.66,41.35,26.9,83.91,6.63,47.71,watermelon
95.3,15.57,51.93,24.18,91.23,6.89,55.23,watermelon
101.5,14.49,52.64,26.91,80.78,6.68,53.87,watermelon
103.59,13.71,52.99,25.59,87.4,5.95,47.52,watermelon
110.18,25.31,48.42,27.38,83.48,6.89,49.37,watermelon
108.53,16.25,51.24,25.14,84.19,6.54,47.24,watermelon
94.67,11.22,55.7,26.19,84.25,6.48,42.9,watermelon
98.18,21.48,55.66,25.43,82.79,6.58,45.71,watermelon
104.37,18.83,49.88,25.33,86.91,6.4,50.99,watermelon
107.54,14.7,50.56,25.97,89.37,6.57,51.63,watermelon
106.51,14.2,54.44,26.47,86.61,6.32,50.74,watermelon
98.49,19.02,44.0,23.25,85.51,6.88,48.49,watermelon
88.97,16.26,48.71,28.08,82.24,6.47,54.67,watermelon
91.01,11.22,55.34,22.15,86.75,6.39,50.32,watermelon
101.18,22.36,53.9,24.27,91.67,6.22,53.52,watermelon
101.74,15.7,51.48,25.33,84.06,6.58,41.13,watermelon
90.21,21.49,43.98,26.24,84.07,6.56,30.39,watermelon
99.36,20.84,49.8,28.34,83.52,6.62,51.42,watermelon
104.05,14.0,47.64,22.16,83.73,6.19,42.88,watermelon
89.79,20.1,51.32,24.59,76.96,6.02,48.94,watermelon
107.84,15.05,46.76,21.67,86.42,6.69,48.49,watermelon
95.98,11.4,45.9,25.56,82.66,6.95,57.94,watermelon
109.06,15.73,41.74,25.99,80.37,6.19,52.0,watermelon
94.73,18.19,54.89,28.36,87.46,6.98,50.83,watermelon
90.79,15.61,48.4,25.72,81.95,6.59,54.18,watermelon
95.33,16.08,50.63,27.38,84.18,6.5,51.84,watermelon
98.24,20.43,49.99,26.55,89.6,6.38,47.71,watermelon
95.89,17.32,45.73,24.72,80.97,6.08,55.36,watermelon
97.27,14.47,44.96,22.96,80.6,6.8,44.45,watermelon
101.67,19.11,45.98,26.0,86.01,6.27,51.62,watermelon
97.63,17.59,47.11,22.81,88.65,6.27,42.26,watermelon
98.47,9.44,51.47,27.83,80.48,6.8,51.02,watermelon
85.33,18.29,46.82,25.21,86.42,5.94,50.96,watermelon
102.13,18.18,56.99,27.65,86.94,6.04,58.38,watermelon
98.29,17.06,54.11,24.64,79.02,6.49,42.18,watermelon
111.88,19.68,53.23,25.98,87.6,6.59,47.0,watermelon
91.48,14.98,49.52,25.88,87.83,6.65,54.11,watermelon
84.53,18.01,56.06,25.42,84.26,6.41,51.68,watermelon
103.94,12.3,49.13,24.72,88.96,7.26,50.9,watermelon
101.77,18.22,49.87,26.21,88.61,6.43,45.22,watermelon
90.93,22.86,50.68,23.83,85.51,6.43,47.05,watermelon
86.76,14.02,52.81,23.32,83.85,6.26,56.23,watermelon
111.3,14.72,52.55,27.74,82.28,6.54,49.74,watermelon
110.31,14.87,48.1,26.81,85.09,6.68,51.88,watermelon
79.1,17.39,47.87,25.62,86.91,6.86,49.42,watermelon
95.33,13.81,52.56,28.5,84.23,6.05,44.08,watermelon
107.47,19.8,47.29,31.13,93.03,6.97,23.81,muskmelon
104.03,18.11,48.78,28.96,92.84,6.11,23.76,muskmelon
118.45,13.65,47.61,24.82,93.52,6.97,27.6,muskmelon
91.88,16.88,50.44,27.39,92.44,6.11,24.04,muskmelon
106.58,19.91,54.79,27.06,92.3,6.47,22.74,muskmelon
89.51,13.23,46.92,27.62,95.29,6.02,27.14,muskmelon
101.26,18.91,54.0,29.61,96.09,6.4,24.36,muskmelon
107.81,23.97,46.87,28.41,88.53,6.52,21.75,muskmelon
83.42,20.19,46.61,28.46,92.33,6.35,27.46,muskmelon
98.36,21.24,53.27,30.96,90.58,6.61,24.58,muskmelon
95.49,17.66,53.69,27.35,91.52,6.43,24.01,muskmelon
94.38,19.9,53.41,31.96,93.31,6.24,24.53,muskmelon
103.08,14.85,44.74,27.39,93.97,6.23,20.79,muskmelon
108.97,19.39,48.14,28.76,92.02,6.64,22.42,muskmelon
98.93,18.96,53.29,28.09,87.52,6.2,24.01,muskmelon
101.64,17.87,50.17,28.82,89.89,6.67,23.42,muskmelon
100.91,20.95,45.71,29.4,94.54,6.77,27.82,muskmelon
100.01,15.38,51.83,29.38,85.45,5.9,24.65,muskmelon
91.29,16.44,47.14,27.24,95.27,6.74,26.56,muskmelon
108.87,17.29,57.18,26.58,93.6,7.02,24.03,muskmelon
102.36,13.91,56.18,33.11,95.59,6.48,27.17,muskmelon
103.16,17.68,52.42,27.73,91.8,6.58,25.19,muskmelon
93.55,11.84,55.44,29.86,87.15,6.71,24.04,muskmelon
96.33,20.14,50.26,25.71,93.38,6.32,23.96,muskmelon
98.59,17.14,53.06,28.1,95.49,6.45,21.14,muskmelon
87.73,15.44,55.91,28.37,94.61,6.01,25.52,muskmelon
86.5,14.5,50.98,29.45,90.64,6.44,23.88,muskmelon
95.19,16.3,48.98,23.7,92.52,6.55,22.49,muskmelon
104.18,19.06,43.18,28.9,90.97,6.55,27.32,muskmelon
94.77,18.64,49.67,26.53,90.25,6.72,20.25,muskmelon
91.85,14.88,53.29,29.18,94.69,6.17,22.73,muskmelon
93.48,14.46,53.78,26.73,89.31,6.24,27.08,muskmelon
96.36,18.97,52.02,27.06,90.07,6.97,24.95,muskmelon
97.17,14.83,47.83,28.11,89.54,6.35,23.86,muskmelon
117.32,17.18,42.09,26.71,88.57,6.46,24.75,muskmelon
108.44,17.37,48.02,27.74,92.67,6.38,24.54,muskmelon
108.2,17.94,48.78,26.45,95.2,6.15,20.0,muskmelon
109.35,19.57,48.75,25.3,91.84,6.89,22.95,muskmelon
92.01,13.21,52.47,30.43,88.54,6.24,28.85,muskmelon
90.22,11.27,57.94,26.27,94.4,6.06,22.02,muskmelon
91.15,15.3,50.49,28.28,96.51,6.26,23.05,muskmelon
110.68,22.4,49.13,29.96,90.68,5.8,22.38,muskmelon
95.62,23.07,48.96,27.49,91.1,6.2,23.74,muskmelon
89.99,22.49,50.5,27.11,93.59,6.11,22.25,muskmelon
96.55,16.42,46.69,29.01,96.35,6.59,25.46,muskmelon
98.09,11.65,50.48,30.61,91.0,6.2,24.59,muskmelon
102.15,9.97,51.8,26.5,88.97,6.67,26.32,muskmelon
102.01,15.16,50.84,28.33,93.88,6.82,20.85,muskmelon
93.37,16.41,51.83,25.48,94.3,6.63,22.98,muskmelon
105.49,20.9,51.73,27.89,92.32,6.34,23.32,muskmelon
94.89,19.6,42.91,28.66,90.9,6.44,25.37,muskmelon
98.75,17.68,52.55,27.06,94.79,5.94,21.62,muskmelon
105.49,14.33,47.32,27.78,93.62,6.36,26.75,muskmelon
94.87,14.12,45.62,26.07,90.38,6.14,27.56,muskmelon
95.45,17.76,45.58,28.74,92.42,6.61,21.03,muskmelon
104.73,19.09,51.73,30.5,88.92,7.17,22.53,muskmelon
93.14,18.18,49.11,26.63,94.01,6.55,22.4,muskmelon
96.92,13.9,43.27,27.48,91.64,5.8,31.9,muskmelon
104.45,18.95,51.91,29.5,91.21,6.29,22.71,muskmelon
116.43,18.28,44.24,30.78,92.22,6.44,29.03,muskmelon
104.84,13.79,50.56,25.91,92.4,6.43,20.2,muskmelon
103.78,14.65,50.95,28.3,94.54,6.18,21.03,muskmelon
104.25,19.07,53.54,29.11,93.78,6.47,21.94,muskmelon
91.41,16.3,57.13,28.42,91.91,6.03,21.46,muskmelon
100.92,21.77,44.54,24.14,94.21,6.12,23.2,muskmelon
99.76,18.5,49.79,29.5,93.3,6.59,21.87,muskmelon
102.57,15.54,48.89,31.33,91.23,6.1,21.54,muskmelon
100.93,16.97,51.73,28.81,91.99,6.56,27.48,muskmelon
103.04,17.19,50.86,26.74,91.93,5.99,27.67,muskmelon
97.51,14.81,48.59,27.68,93.56,6.93,26.85,muskmelon
100.47,14.26,48.24,31.79,91.38,6.17,25.57,muskmelon
90.18,19.1,45.53,30.24,91.32,6.33,24.28,muskmelon
97.44,19.54,53.95,29.75,97.22,6.5,22.51,muskmelon
111.13,18.81,51.84,29.24,94.65,6.23,21.14,muskmelon
102.55,21.55,53.67,27.41,90.4,6.44,25.09,muskmelon
99.83,15.37,48.76,28.24,93.73,6.57,20.48,muskmelon
115.17,22.02,47.37,28.46,92.6,6.69,21.02,muskmelon
89.11,14.3,45.69,29.59,93.28,6.64,27.46,muskmelon
91.12,13.96,51.44,31.32,92.64,6.35,29.7,muskmelon
113.7,11.72,45.84,30.61,95.27,6.36,25.18,muskmelon
100.37,15.66,57.39,26.05,93.16,7.1,27.32,muskmelon
98.06,15.49,44.77,29.0,92.14,6.68,23.26,muskmelon
90.41,18.58,51.09,29.93,94.91,6.12,20.0,muskmelon
103.58,17.73,56.27,29.71,92.88,6.43,25.84,muskmelon
104.36,13.42,52.4,27.47,92.6,6.3,25.71,muskmelon
91.24,15.82,50.7,33.85,93.09,6.36,24.22,muskmelon
98.88,15.89,46.13,26.3,92.07,6.03,23.27,muskmelon
97.32,11.67,44.47,26.65,92.32,6.28,26.89,muskmelon
102.05,14.06,53.08,29.02,90.83,6.94,21.04,muskmelon
91.05,14.69,56.02,32.41,90.42,6.57,21.68,muskmelon
110.02,21.3,48.24,27.09,89.8,5.65,20.98,muskmelon
107.33,17.57,45.44,28.12,88.82,6.77,24.25,muskmelon
97.09,18.99,40.17,30.54,90.1,6.73,20.74,muskmelon
98.27,12.5,46.08,28.57,91.86,6.29,21.95,muskmelon
98.91,20.58,49.55,28.0,92.56,6.62,21.88,muskmelon
93.77,20.9,56.4,29.62,91.62,6.14,23.22,muskmelon
96.45,11.0,52.69,29.09,86.41,6.26,20.0,muskmelon
97.84,14.88,51.22,30.45,96.24,6.85,24.26,muskmelon
112.9,18.49,48.4,30.92,95.02,6.32,27.74,muskmelon
107.57,18.93,47.67,29.15,93.41,5.84,24.41,muskmelon
26.17,143.51,193.42,21.58,89.98,5.55,115.71,apple
25.34,128.68,205.0,23.52,90.97,6.03,102.09,apple
23.11,127.15,194.79,23.12,88.51,6.23,102.34,apple
20.3,124.51,205.0,22.68,93.67,6.13,114.37,apple
20.09,135.46,204.88,24.27,92.09,6.23,118.79,apple
23.06,119.17,191.94,21.41,88.04,5.84,93.25,apple
18.43,137.7,199.32,21.56,90.21,5.76,117.22,apple
12.47,133.13,190.06,22.58,93.14,5.68,106.57,apple
21.97,143.08,197.17,21.45,90.94,5.88,110.07,apple
15.48,128.62,193.45,23.51,90.56,5.88,98.6,apple
16.15,132.37,205.0,21.32,92.11,5.96,103.48,apple
20.0,142.98,205.0,23.01,93.16,5.86,121.66,apple
19.62,145.0,184.69,22.42,88.71,5.86,112.33,apple
14.35,128.56,179.77,22.99,93.68,5.67,108.17,apple
20.66,135.45,196.55,21.77,90.3,6.18,110.84,apple
23.86,136.36,183.82,21.99,92.26,5.92,116.89,apple
15.49,136.99,199.46,22.77,92.21,5.85,116.4,apple
25.09,131.9,205.0,22.96,90.98,5.68,111.25,apple
13.76,144.25,205.0,22.59,89.74,5.5,122.93,apple
28.47,118.88,201.01,25.67,91.59,6.29,121.7,apple
18.35,130.63,197.07,20.82,96.36,6.07,116.13,apple
20.58,137.58,179.22,22.48,88.9,5.41,112.55,apple
12.43,137.66,199.26,19.77,96.53,6.13,118.57,apple
19.75,144.82,199.71,23.27,91.65,6.18,115.14,apple
20.91,143.59,205.0,20.59,92.39,5.94,122.61,apple
19.66,131.72,191.92,22.1,89.58,6.38,121.0,apple
17.75,144.4,194.65,21.93,90.37,5.97,101.82,apple
16.21,128.29,184.22,23.11,91.04,5.47,101.14,apple
24.52,141.45,176.09,21.6,89.69,6.01,104.99,apple
20.12,145.0,187.92,21.53,91.78,5.97,121.76,apple
26.16,143.72,183.3,25.18,91.28,5.72,96.24,apple
17.89,134.85,202.37,23.11,96.93,6.07,115.95,apple
18.26,131.35,193.82,21.59,89.39,5.4,115.63,apple
23.26,121.77,193.62,22.15,92.56,6.2,123.63,apple
13.51,136.48,189.16,25.56,92.92,5.64,113.8,apple
15.15,125.08,166.67,22.18,89.62,5.6,98.57,apple
24.39,127.65,205.0,21.36,94.02,5.87,102.41,apple
15.31,124.47,189.0,21.37,91.3,6.03,100.18,apple
12.72,130.32,194.88,21.61,86.07,5.95,106.62,apple
27.47,133.78,184.45,21.53,93.95,5.68,110.17,apple
14.42,136.19,205.0,20.3,89.51,5.75,100.35,apple
20.74,129.2,200.43,20.58,89.68,5.56,126.71,apple
20.28,142.55,190.74,21.11,94.02,5.83,98.75,apple
8.76,132.33,195.08,23.66,91.43,6.22,125.46,apple
18.93,127.7,205.0,21.91,94.59,5.9,123.85,apple
21.79,135.81,198.27,22.23,95.33,6.16,120.98,apple
21.42,145.0,197.18,24.89,90.69,6.34,105.06,apple
23.61,136.68,189.59,24.93,94.28,5.72,115.42,apple
18.45,131.1,180.05,22.09,90.41,5.84,99.23,apple
22.85,121.78,197.4,21.46,97.88,6.55,121.11,apple
17.24,132.24,202.25,21.04,90.57,6.33,111.26,apple
14.36,135.88,205.0,23.85,94.87,5.4,107.91,apple
14.81,130.9,176.52,22.23,94.41,6.02,99.76,apple
14.15,120.68,187.75,21.9,93.09,5.9,87.22,apple
24.04,127.2,193.19,21.14,90.62,6.15,101.61,apple
13.94,145.0,198.97,21.21,91.92,5.68,123.13,apple
21.1,145.0,197.55,23.18,86.92,5.65,107.97,apple
18.94,126.91,197.78,20.23,92.86,5.7,110.31,apple
19.59,139.38,203.08,24.39,93.17,5.73,118.56,apple
25.45,124.57,189.97,21.64,92.63,6.14,130.06,apple
18.25,145.0,205.0,22.33,84.87,5.55,125.25,apple
22.45,135.96,203.33,20.19,89.14,5.71,102.28,apple
20.15,141.6,195.8,22.58,90.43,5.36,92.57,apple
19.39,120.28,205.0,22.01,93.03,6.2,135.6,apple
29.2,139.42,205.0,22.51,93.02,6.28,134.69,apple
14.23,133.94,205.0,25.25,91.87,5.8,113.88,apple
25.16,140.82,168.81,22.92,93.89,5.81,99.3,apple
22.63,141.32,205.0,21.17,89.73,6.04,121.63,apple
18.08,134.53,205.0,21.32,93.83,6.34,110.92,apple
26.52,129.19,205.0,23.67,93.49,6.02,110.87,apple
12.61,140.24,205.0,24.94,93.24,5.69,120.94,apple
17.91,133.52,205.0,23.11,91.84,5.41,115.34,apple
15.17,127.02,205.0,23.84,96.88,5.57,100.14,apple
21.65,126.64,205.0,23.7,93.53,5.92,108.75,apple
15.55,122.18,205.0,25.15,89.88,5.7,118.61,apple
21.73,129.92,201.17,19.09,92.92,5.96,117.1,apple
19.25,142.82,183.28,23.8,94.18,5.73,114.62,apple
18.08,135.42,195.93,24.37,90.83,5.58,121.33,apple
21.55,129.76,202.9,20.19,95.02,5.55,108.38,apple
18.93,140.44,199.75,21.01,93.26,6.37,113.79,apple
15.65,127.34,186.53,21.07,86.44,6.17,78.24,apple
31.21,134.76,182.69,21.29,93.05,6.42,107.5,apple
18.05,132.56,191.59,21.73,91.28,6.06,119.64,apple
11.13,140.23,205.0,23.04,93.64,5.77,108.1,apple
16.63,121.38,205.0,24.16,94.66,6.3,107.34,apple
14.93,127.2,205.0,24.55,92.79,5.89,101.59,apple
23.3,120.89,205.0,21.09,96.46,5.97,122.03,apple
21.29,131.92,198.19,21.08,91.85,5.89,117.48,apple
21.59,143.69,181.58,24.97,93.86,5.02,120.25,apple
18.52,129.96,194.45,23.76,94.31,6.38,94.74,apple
18.88,129.91,196.41,22.75,92.06,6.05,110.4,apple
18.52,140.97,194.03,23.45,94.25,6.0,109.2,apple
19.68,142.55,199.55,22.55,90.81,5.88,109.19,apple
23.34,133.29,203.41,23.54,91.24,5.95,105.84,apple
21.34,139.48,205.0,22.0,89.02,5.72,108.54,apple
22.0,125.38,196.22,23.08,92.9,6.08,120.5,apple
22.0,145.0,179.96,19.88,93.11,5.51,92.87,apple
23.54,145.0,194.17,21.36,95.25,5.96,129.77,apple
21.15,138.17,199.44,21.38,94.28,6.07,116.84,apple
21.44,117.33,205.0,21.93,91.59,5.84,111.58,apple
22.63,16.66,9.68,23.8,87.56,7.18,110.0,orange
13.19,16.11,8.57,23.56,93.42,7.19,110.34,orange
16.34,13.83,8.72,23.87,89.43,6.5,104.87,orange
18.52,9.47,7.84,25.07,92.45,7.46,105.56,orange
24.46,13.02,10.76,26.15,90.84,7.15,110.72,orange
18.81,14.35,11.14,23.02,89.51,7.22,104.38,orange
20.8,15.26,8.46,24.78,90.19,6.77,95.78,orange
16.64,12.61,13.04,22.17,92.76,7.19,112.15,orange
20.95,14.53,9.37,24.93,89.0,7.34,120.73,orange
25.71,12.61,13.06,24.71,90.33,6.97,118.7,orange
22.98,15.62,8.72,24.62,93.86,7.6,101.9,orange
18.67,12.78,5.95,22.97,98.71,7.01,97.49,orange
21.7,13.45,10.8,21.6,93.39,7.34,107.16,orange
21.31,12.07,10.5,20.29,89.91,7.09,125.68,orange
21.03,15.54,10.07,22.73,91.28,7.18,116.46,orange
23.45,13.4,8.72,25.56,92.28,6.5,117.04,orange
23.42,18.72,9.93,22.24,91.33,7.11,118.9,orange
18.49,17.22,8.98,24.21,94.46,6.78,114.21,orange
21.57,15.79,9.4,24.32,92.74,6.75,111.21,orange
17.47,13.61,11.68,22.29,94.47,7.52,116.62,orange
15.31,17.14,10.37,25.17,91.41,6.94,104.54,orange
17.92,18.07,11.22,17.56,95.51,6.7,95.86,orange
18.69,16.43,9.54,20.6,91.78,6.89,117.23,orange
12.35,20.81,9.32,21.15,89.77,6.61,122.38,orange
22.44,17.38,7.69,21.32,97.64,7.43,98.82,orange
7.93,18.74,9.26,23.41,87.64,6.79,118.22,orange
29.86,16.4,5.0,23.32,90.35,7.16,126.81,orange
25.01,18.03,8.82,23.51,90.63,7.41,109.98,orange
17.96,13.61,9.84,23.87,98.47,6.85,101.82,orange
19.04,14.62,11.13,21.09,96.72,7.16,111.23,orange
20.21,17.05,9.46,20.61,95.93,6.69,104.49,orange
16.64,17.03,10.7,23.51,91.37,7.73,103.83,orange
19.77,17.52,5.64,21.67,98.27,7.28,114.33,orange
18.42,19.3,9.89,19.97,93.12,6.94,93.96,orange
18.62,11.73,6.64,24.55,94.64,6.77,95.56,orange
19.73,13.08,7.58,25.31,92.65,6.97,110.19,orange
13.75,16.69,9.63,25.6,92.08,6.9,109.78,orange
19.16,13.83,12.55,23.14,91.57,7.59,113.44,orange
19.65,26.13,10.74,23.93,91.68,6.63,128.75,orange
19.52,17.55,10.04,25.27,93.72,7.04,111.05,orange
18.14,15.77,9.96,21.65,93.12,6.99,115.98,orange
23.55,14.45,8.57,24.8,92.12,6.96,100.24,orange
17.59,14.56,8.91,23.3,95.97,6.97,117.68,orange
19.91,16.09,10.85,24.44,84.78,6.97,104.74,orange
24.19,16.34,7.23,23.13,93.47,7.26,110.71,orange
18.68,14.63,11.19,25.13,93.99,7.18,108.91,orange
19.86,15.18,9.22,23.2,95.07,7.13,120.33,orange
18.61,20.03,11.65,20.13,92.04,6.09,96.9,orange
23.95,20.15,11.92,25.41,92.72,7.09,87.17,orange
17.97,16.76,6.65,21.09,94.66,6.5,107.87,orange
24.13,11.98,8.84,25.06,95.93,7.19,114.69,orange
18.59,17.62,8.29,22.64,91.45,7.44,111.52,orange
15.56,20.66,6.37,24.92,92.87,6.72,122.32,orange
21.72,20.11,7.93,24.84,96.4,6.92,114.37,orange
17.78,18.2,14.88,23.57,86.89,6.82,104.36,orange
21.48,20.27,11.22,23.72,90.47,7.37,86.75,orange
8.08,16.16,13.83,23.56,95.86,7.03,107.63,orange
19.02,17.88,11.66,19.18,94.93,7.52,120.28,orange
17.16,13.96,8.52,23.01,93.51,7.12,106.08,orange
14.75,16.88,9.24,20.79,91.08,7.07,110.28,orange
16.79,19.99,11.18,23.11,90.0,7.02,114.21,orange
16.71,14.23,10.88,20.74,90.72,7.25,99.85,orange
18.81,13.42,8.85,20.67,96.07,6.48,116.23,orange
13.53,16.29,6.98,25.69,90.63,7.03,126.37,orange
20.27,15.32,16.58,24.73,92.45,6.98,108.27,orange
24.46,17.95,9.72,22.79,90.32,7.22,98.71,orange
20.12,14.64,9.35,23.13,94.31,6.94,109.33,orange
22.24,21.16,10.23,22.35,90.85,6.69,87.76,orange
23.38,12.13,9.51,23.83,91.96,7.0,113.37,orange
23.95,19.76,10.25,21.58,87.99,6.68,114.52,orange
26.48,13.71,12.57,24.59,88.17,6.42,126.76,orange
17.0,10.61,9.75,22.34,92.22,7.22,108.06,orange
16.13,16.71,7.67,22.04,88.89,7.17,114.08,orange
22.13,15.24,9.68,22.84,97.46,7.14,101.39,orange
21.83,12.67,9.07,21.74,87.05,7.39,106.44,orange
22.1,10.96,12.85,23.39,90.2,6.8,94.75,orange
26.56,15.97,12.34,21.83,92.24,6.57,108.05,orange
19.05,18.93,10.22,23.64,91.29,6.98,106.95,orange
20.7,17.75,7.44,24.99,89.44,6.9,112.99,orange
15.08,16.17,7.55,21.51,89.81,6.75,103.76,orange
27.54,17.44,10.03,22.56,89.72,6.98,110.83,orange
17.65,15.92,10.67,23.63,91.48,6.82,106.67,orange
17.77,11.71,9.25,22.02,97.08,6.45,106.69,orange
17.61,11.74,9.04,23.64,92.39,6.87,110.8,orange
16.42,15.39,8.81,23.8,95.16,6.66,110.41,orange
16.08,15.52,9.95,24.75,93.47,7.07,117.61,orange
16.91,18.55,5.23,21.71,94.98,6.8,108.79,orange
13.54,18.27,7.8,21.1,85.2,7.33,106.5,orange
15.86,17.82,8.75,22.25,91.44,7.48,108.19,orange
26.8,15.16,12.42,21.06,95.47,7.2,102.85,orange
21.94,11.86,8.37,23.82,90.77,6.53,106.4,orange
22.7,17.24,10.36,20.71,96.61,7.45,130.31,orange
23.71,17.58,10.45,27.0,95.91,7.47,100.87,orange
26.34,8.83,12.6,25.13,91.03,7.01,107.21,orange
11.91,13.5,12.53,22.82,90.94,7.4,106.13,orange
14.08,13.93,9.88,24.36,89.67,6.83,107.53,orange
15.79,16.36,9.05,19.85,90.63,6.44,106.69,orange
17.12,13.59,8.67,27.34,89.12,6.77,112.79,orange
17.8,15.89,9.52,21.74,93.27,7.52,92.9,orange
17.21,15.37,9.13,22.58,88.56,6.55,120.37,orange
52.16,64.87,43.46,34.36,92.97,6.93,148.13,papaya
42.79,49.61,46.33,37.06,92.21,6.91,129.78,papaya
37.65,57.36,49.4,31.08,95.64,6.64,132.9,papaya
44.11,58.79,54.45,34.66,93.41,6.91,130.25,papaya
47.79,59.08,51.85,36.66,90.3,6.02,140.34,papaya
61.9,59.9,45.33,35.22,90.7,6.73,156.04,papaya
51.72,62.05,49.44,35.37,94.1,6.96,141.94,papaya
39.96,58.82,58.07,34.88,95.0,6.45,136.68,papaya
45.55,57.16,50.44,36.3,93.78,6.45,123.69,papaya
48.73,56.96,48.69,31.53,97.14,6.14,148.63,papaya
